description,item,first_word,second_word,item_shorthand_desc,sentence_word_match,sentence_word_source,sentence_word_score,sentence_word_match_Q,sentence_word_source_Q,sentence_word_score_Q,shorthand_word_match,shorthand_word_source,shorthand_word_score,shorthand_word_match_Q,shorthand_word_source_Q,shorthand_word_score_Q,max_score,best_source,best_match,portion_size
"Fat that is spread (thin amount) onto sliced bread: ticked butter, low fat",bread_sliced_spread_butter_lowfat_thin,bread,sliced,bread sliced spread butter lowfat thin,Low fat spread not polyunsaturated,scheelbeek,58.32751393318176,Reduced fat spread (not polyunsaturated) total,eustachio,70.47412991523743,Less than 1% dairy low fat spread,scheelbeek,59.08935070037842,Butter total,eustachio,74.22760725021362,74.22760725021362,shorthand_word_score_Q,Butter total,7
Fat that is spread (medium amount) onto sliced bread: ticked spreadable butter with normal amount of % fat,bread_sliced_spread_butter_spread_fat_med,bread,sliced,bread sliced spread butter spread fat med,Less than 1% dairy low fat spread total,eustachio,59.88678336143494,Reduced fat spread (not polyunsaturated),scheelbeek,74.01685715,Polyunsaturated low fat spread,scheelbeek,62.25760579109192,Butter total,eustachio,77.08572149276733,77.08572149276733,shorthand_word_score_Q,Butter total,10
Fat that is spread (thick amount) onto sliced bread: ticked spreadable butter with normal amount of % fat,bread_sliced_spread_butter_spread_fat_thick,bread,sliced,bread sliced spread butter spread fat thick,Less than 1% dairy low fat spread total,eustachio,60.51621437072754,Reduced fat spread (not polyunsaturated),scheelbeek,72.74839878082275,Polyunsaturated low fat spread,scheelbeek,62.08540201187134,BUTTER*,petersson,73.49212765693665,73.49212765693665,shorthand_word_score_Q,BUTTER*,12
Fat that is spread (thin amount) onto sliced bread: ticked spreadable butter with normal amount of % fat,bread_sliced_spread_butter_spread_fat_thin,bread,sliced,bread sliced spread butter spread fat thin,Less than 1% dairy low fat spread total,eustachio,61.80514097213745,Reduced fat spread (not polyunsaturated),scheelbeek,76.32112503051758,Reduced fat spread (not polyunsaturated),scheelbeek,64.14515972137451,BUTTER*,petersson,73.28233719,76.32112503051758,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
"Fat that is spread (medium amount) onto sliced bread: ticked spreadable butter, low fat",bread_sliced_spread_butter_spread_lowfat_med,bread,sliced,bread sliced spread butter spread lowfat med,Low fat spread not polyunsaturated,scheelbeek,60.80043315887451,Low fat spread not polyunsaturated,scheelbeek,71.93955779075623,Low fat spread not polyunsaturated,scheelbeek,61.405932903289795,Butter total,eustachio,71.99792265892029,71.99792265892029,shorthand_word_score_Q,Butter total,10
"Fat that is spread (thick amount) onto sliced bread: ticked spreadable butter, low fat",bread_sliced_spread_butter_spread_lowfat_thick,bread,sliced,bread sliced spread butter spread lowfat thick,Polyunsaturated low fat spread,scheelbeek,60.166311264038086,Low fat spread not polyunsaturated,scheelbeek,71.35154008865356,Less than 1% dairy low fat spread,scheelbeek,58.83595347,Butter total,eustachio,72.42650389671326,72.42650389671326,shorthand_word_score_Q,Butter total,12
"Fat that is spread (thin amount) onto sliced bread: ticked spreadable butter, low fat",bread_sliced_spread_butter_spread_lowfat_thin,bread,sliced,bread sliced spread butter spread lowfat thin,Reduced fat spread (not polyunsaturated),scheelbeek,61.063581705093384,Reduced fat spread (not polyunsaturated) total,eustachio,73.66233468055725,Low fat spread not polyunsaturated,scheelbeek,61.04542613,Butter total,eustachio,73.00438881,73.66233468055725,sentence_word_score_Q,Reduced fat spread (not polyunsaturated) total,7
Fat that is spread (medium amount) onto sliced bread: ticked dairy spread which is also cholesterol lowering e.g Benecol Buttery,bread_sliced_spread_dairy_chol_med,bread,sliced,bread sliced spread dairy chol med,Less than 1% dairy reduced fat spread,scheelbeek,62.911027669906616,Low fat spread not polyunsaturated,scheelbeek,63.56889009475708,Less than 1% dairy low fat spread,scheelbeek,53.40104103088379,Less than 1% dairy low fat spread,scheelbeek,72.84789681434631,72.84789681434631,shorthand_word_score_Q,Less than 1% dairy low fat spread,10
Fat that is spread (thick amount) onto sliced bread: ticked dairy spread which is also cholesterol lowering e.g Benecol Buttery,bread_sliced_spread_dairy_chol_thick,bread,sliced,bread sliced spread dairy chol thick,Less than 1% dairy reduced fat spread,scheelbeek,62.85213828086853,Low fat spread not polyunsaturated,scheelbeek,62.89048790931702,Less than 1% dairy low fat spread,scheelbeek,61.47181987762451,Block margarine,scheelbeek,75.38359165,75.38359165,shorthand_word_score_Q,Block margarine,12
Fat that is spread (thin amount) onto sliced bread: ticked dairy spread which is also cholesterol lowering e.g Benecol Buttery,bread_sliced_spread_dairy_chol_thin,bread,sliced,bread sliced spread dairy chol thin,Less than 1% dairy reduced fat spread,scheelbeek,63.32930326461792,Less than 1% dairy reduced fat spread,scheelbeek,63.98640275001526,Less than 1% dairy low fat spread,scheelbeek,63.09674382209778,Less than 1% dairy reduced fat spread,scheelbeek,74.70128536224365,74.70128536224365,shorthand_word_score_Q,Less than 1% dairy reduced fat spread,7
Fat that is spread (medium amount) onto sliced bread: ticked dairy spread but not specified amount of % fat,bread_sliced_spread_dairy_dunno_med,bread,sliced,bread sliced spread dairy dunno med,Less than 1% dairy reduced fat spread total,eustachio,72.58527278900146,Less than 1% dairy reduced fat spread,scheelbeek,77.4915874,Less than 1% dairy low fat spread,scheelbeek,56.55466914176941,Block margarine,scheelbeek,73.69501591,77.4915874,sentence_word_score_Q,Less than 1% dairy reduced fat spread,10
Fat that is spread (thick amount) onto sliced bread: ticked dairy spread but not specified amount of % fat,bread_sliced_spread_dairy_dunno_thick,bread,sliced,bread sliced spread dairy dunno thick,Less than 1% dairy reduced fat spread total,eustachio,73.31108450889587,Less than 1% dairy reduced fat spread,scheelbeek,75.29010177,Less than 1% dairy low fat spread,scheelbeek,62.76332139968872,Block margarine,scheelbeek,72.32697010040283,75.29010177,sentence_word_score_Q,Less than 1% dairy reduced fat spread,12
Fat that is spread (thin amount) onto sliced bread: ticked dairy spread but not specified amount of % fat,bread_sliced_spread_dairy_dunno_thin,bread,sliced,bread sliced spread dairy dunno thin,Less than 1% dairy low fat spread,scheelbeek,74.42514896392822,Less than 1% dairy reduced fat spread,scheelbeek,80.04795313,Less than 1% dairy low fat spread,scheelbeek,64.58160281181335,Block margarine,scheelbeek,72.09044098854065,80.04795313,sentence_word_score_Q,Less than 1% dairy reduced fat spread,7
Fat that is spread (medium amount) onto sliced bread: ticked dairy spread with normal amount of % fat,bread_sliced_spread_dairy_fat_med,bread,sliced,bread sliced spread dairy fat med,Less than 1% dairy low fat spread,scheelbeek,72.93616533279419,Less than 1% dairy reduced fat spread,scheelbeek,76.24618411064148,Less than 1% dairy reduced fat spread,scheelbeek,69.20521855354309,Block margarine,scheelbeek,75.61374306678772,76.24618411064148,sentence_word_score_Q,Less than 1% dairy reduced fat spread,10
Fat that is spread (thick amount) onto sliced bread: ticked dairy spread with normal amount of % fat,bread_sliced_spread_dairy_fat_thick,bread,sliced,bread sliced spread dairy fat thick,Less than 1% dairy low fat spread,scheelbeek,73.57684969902039,Less than 1% dairy reduced fat spread,scheelbeek,73.08154702186584,Less than 1% dairy reduced fat spread,scheelbeek,75.13919472694397,Block margarine,scheelbeek,71.84107899665833,75.13919472694397,shorthand_word_score,Less than 1% dairy reduced fat spread,12
Fat that is spread (thin amount) onto sliced bread: ticked dairy spread with normal amount of % fat,bread_sliced_spread_dairy_fat_thin,bread,sliced,bread sliced spread dairy fat thin,Less than 1% dairy low fat spread,scheelbeek,75.09604096412659,Less than 1% dairy reduced fat spread,scheelbeek,78.34461927,Less than 1% dairy reduced fat spread,scheelbeek,77.15373635292053,Block margarine,scheelbeek,73.04643392562866,78.34461927,sentence_word_score_Q,Less than 1% dairy reduced fat spread,7
"Fat that is spread (medium amount) onto sliced bread: ticked dairy spread, low fat",bread_sliced_spread_dairy_lowfat_med,bread,sliced,bread sliced spread dairy lowfat med,Less than 1% dairy low fat spread,scheelbeek,70.50927877426147,Less than 1% dairy low fat spread,scheelbeek,74.99168515205383,Less than 1% dairy low fat spread,scheelbeek,69.84396576881409,Less than 1% dairy low fat spread,scheelbeek,76.31078362464905,76.31078362464905,shorthand_word_score_Q,Less than 1% dairy low fat spread,10
"Fat that is spread (thick amount) onto sliced bread: ticked dairy spread, low fat",bread_sliced_spread_dairy_lowfat_thick,bread,sliced,bread sliced spread dairy lowfat thick,Less than 1% dairy low fat spread,scheelbeek,70.72927951812744,Less than 1% dairy low fat spread,scheelbeek,72.86350131034851,Less than 1% dairy low fat spread,scheelbeek,73.58878254890442,Less than 1% dairy low fat spread,scheelbeek,74.52903985977173,74.52903985977173,shorthand_word_score_Q,Less than 1% dairy low fat spread,12
"Fat that is spread (thin amount) onto sliced bread: ticked dairy spread, low fat",bread_sliced_spread_dairy_lowfat_thin,bread,sliced,bread sliced spread dairy lowfat thin,Less than 1% dairy low fat spread,scheelbeek,71.63137197494507,Less than 1% dairy low fat spread,scheelbeek,77.16222405433655,Less than 1% dairy low fat spread,scheelbeek,74.87452626228333,Less than 1% dairy low fat spread,scheelbeek,77.06730961799622,77.16222405433655,sentence_word_score_Q,Less than 1% dairy low fat spread,7
"Fat that is spread (medium amount) onto sliced bread: ticked dairy spread, very low fat",bread_sliced_spread_dairy_vlowfat_med,bread,sliced,bread sliced spread dairy vlowfat med,Less than 1% dairy low fat spread,scheelbeek,69.70212459564209,Less than 1% dairy low fat spread,scheelbeek,74.51186180114746,Less than 1% dairy reduced fat spread total,eustachio,58.90594124794006,Less than 1% dairy low fat spread,scheelbeek,74.32676553726196,74.51186180114746,sentence_word_score_Q,Less than 1% dairy low fat spread,10
"Fat that is spread (thick amount) onto sliced bread: ticked dairy spread, very low fat",bread_sliced_spread_dairy_vlowfat_thick,bread,sliced,bread sliced spread dairy vlowfat thick,Less than 1% dairy low fat spread,scheelbeek,69.92357373,Less than 1% dairy low fat spread,scheelbeek,71.49508595466614,Less than 1% dairy low fat spread,scheelbeek,62.98401355743408,Less than 1% dairy low fat spread,scheelbeek,72.28806614875793,72.28806614875793,shorthand_word_score_Q,Less than 1% dairy low fat spread,12
"Fat that is spread (thin amount) onto sliced bread: ticked dairy spread, very low fat",bread_sliced_spread_dairy_vlowfat_thin,bread,sliced,bread sliced spread dairy vlowfat thin,Less than 1% dairy low fat spread,scheelbeek,70.96841931343079,Less than 1% dairy reduced fat spread,scheelbeek,75.85867047309875,Less than 1% dairy reduced fat spread,scheelbeek,65.23160934448242,Less than 1% dairy reduced fat spread,scheelbeek,75.73454976081848,75.85867047309875,sentence_word_score_Q,Less than 1% dairy reduced fat spread,7
"Fat that is spread (medium amount) onto sliced bread: not specified type of spread but ticked cholesterol lowering e.g Benecol, Flora pro active",bread_sliced_spread_dunno_chol_med,bread,sliced,bread sliced spread dunno chol med,Low fat spread not polyunsaturated,scheelbeek,60.0016176700592,Low fat spread not polyunsaturated,scheelbeek,74.67336654663086,Other bread,scheelbeek,52.33075022697449,Block margarine,scheelbeek,73.21298718452454,74.67336654663086,sentence_word_score_Q,Low fat spread not polyunsaturated,10
"Fat that is spread (thick amount) onto sliced bread: not specified type of spread but ticked cholesterol lowering e.g Benecol, Flora pro active",bread_sliced_spread_dunno_chol_thick,bread,sliced,bread sliced spread dunno chol thick,Low fat spread not polyunsaturated,scheelbeek,59.294718503952026,Low fat spread not polyunsaturated,scheelbeek,76.34260654449463,BREAD WHOLE**,petersson,57.58742690086365,Block margarine,scheelbeek,72.74978756904602,76.34260654449463,sentence_word_score_Q,Low fat spread not polyunsaturated,12
"Fat that is spread (thin amount) onto sliced bread: not specified type of spread but ticked cholesterol lowering e.g Benecol, Flora pro active",bread_sliced_spread_dunno_chol_thin,bread,sliced,bread sliced spread dunno chol thin,Reduced fat spread (not polyunsaturated),scheelbeek,60.13496518135071,Low fat spread not polyunsaturated,scheelbeek,77.06998586654663,BREAD WHOLE**,petersson,57.224494218826294,Block margarine,scheelbeek,71.62225246429443,77.06998586654663,sentence_word_score_Q,Low fat spread not polyunsaturated,7
Fat that is spread (medium amount) onto sliced bread: not specified type of spread or amount of % fat,bread_sliced_spread_dunno_dunno_med,bread,sliced,bread sliced spread dunno dunno med,Polyunsaturated low fat spread total,eustachio,59.99886989593506,Low fat spread not polyunsaturated,scheelbeek,74.28935766220093,Wholemeal bread,scheelbeek,51.71943903,Other bread,scheelbeek,72.88713455200195,74.28935766220093,sentence_word_score_Q,Low fat spread not polyunsaturated,10
Fat that is spread (thick amount) onto sliced bread: not specified type of spread or amount of % fat,bread_sliced_spread_dunno_dunno_thick,bread,sliced,bread sliced spread dunno dunno thick,Less than 1% dairy low fat spread total,eustachio,60.37433743476868,Low fat spread not polyunsaturated,scheelbeek,73.97666573524475,BREAD WHOLE**,petersson,53.816962242126465,Block margarine,scheelbeek,70.18514872,73.97666573524475,sentence_word_score_Q,Low fat spread not polyunsaturated,12
Fat that is spread (thin amount) onto sliced bread: not specified type of spread or amount of % fat,bread_sliced_spread_dunno_dunno_thin,bread,sliced,bread sliced spread dunno dunno thin,Less than 1% dairy low fat spread total,eustachio,61.217254400253296,Reduced fat spread (not polyunsaturated),scheelbeek,74.95630979537964,BREAD WHOLE**,petersson,53.91473174095154,Other bread,scheelbeek,70.02044320106506,74.95630979537964,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
Fat that is spread (medium amount) onto sliced bread: not specified type of spread but ticked normal amount % fat,bread_sliced_spread_dunno_fat_med,bread,sliced,bread sliced spread dunno fat med,Low fat spread not polyunsaturated total,eustachio,62.425220012664795,Reduced fat spread (not polyunsaturated),scheelbeek,79.33693528175354,Polyunsaturated low fat spread,scheelbeek,57.33748078346253,Reduced fat spread (not polyunsaturated),scheelbeek,72.13721275,79.33693528175354,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),10
Fat that is spread (thick amount) onto sliced bread: not specified type of spread but ticked normal amount % fat,bread_sliced_spread_dunno_fat_thick,bread,sliced,bread sliced spread dunno fat thick,Low fat spread not polyunsaturated,scheelbeek,61.564087867736816,Reduced fat spread (not polyunsaturated),scheelbeek,79.03003096580505,Low fat spread not polyunsaturated,scheelbeek,58.892422914505005,Block margarine,scheelbeek,71.04159593582153,79.03003096580505,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),12
Fat that is spread (thin amount) onto sliced bread: not specified type of spread but ticked normal amount % fat,bread_sliced_spread_dunno_fat_thin,bread,sliced,bread sliced spread dunno fat thin,Low fat spread not polyunsaturated,scheelbeek,63.248735666275024,Reduced fat spread (not polyunsaturated),scheelbeek,80.71441054344177,Low fat spread not polyunsaturated,scheelbeek,62.025827169418335,Reduced fat spread (not polyunsaturated),scheelbeek,70.84509134292603,80.71441054344177,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
Fat that is spread (medium amount) onto sliced bread: not specified type of spread but ticked low fat,bread_sliced_spread_dunno_lowfat_med,bread,sliced,bread sliced spread dunno lowfat med,Low fat spread not polyunsaturated,scheelbeek,68.15546154975891,Reduced fat spread (not polyunsaturated) total,eustachio,76.68015956878662,Low fat spread not polyunsaturated,scheelbeek,60.989755392074585,Reduced fat spread (not polyunsaturated),scheelbeek,72.06380963,76.68015956878662,sentence_word_score_Q,Reduced fat spread (not polyunsaturated) total,10
Fat that is spread (thick amount) onto sliced bread: not specified type of spread but ticked low fat,bread_sliced_spread_dunno_lowfat_thick,bread,sliced,bread sliced spread dunno lowfat thick,Low fat spread not polyunsaturated,scheelbeek,67.16910600662231,Low fat spread not polyunsaturated,scheelbeek,77.22195982933044,Low fat spread not polyunsaturated,scheelbeek,58.747124671936035,Block margarine,scheelbeek,69.89487409591675,77.22195982933044,sentence_word_score_Q,Low fat spread not polyunsaturated,12
Fat that is spread (thin amount) onto sliced bread: not specified type of spread but ticked low fat,bread_sliced_spread_dunno_lowfat_thin,bread,sliced,bread sliced spread dunno lowfat thin,Low fat spread not polyunsaturated,scheelbeek,68.21536421775818,Reduced fat spread (not polyunsaturated) total,eustachio,78.01767587661743,Low fat spread not polyunsaturated,scheelbeek,63.51448298,Less than 1% dairy reduced fat spread,scheelbeek,71.58917188644409,78.01767587661743,sentence_word_score_Q,Reduced fat spread (not polyunsaturated) total,7
Fat that is spread (medium amount) onto sliced bread: not specified type of spread but ticked very low fat,bread_sliced_spread_dunno_vlowfat_med,bread,sliced,bread sliced spread dunno vlowfat med,Low fat spread not polyunsaturated,scheelbeek,68.35816502571106,Reduced fat spread (not polyunsaturated) total,eustachio,75.64896345,Wholemeal bread,scheelbeek,54.496824741363525,Reduced fat spread (not polyunsaturated),scheelbeek,72.91076183319092,75.64896345,sentence_word_score_Q,Reduced fat spread (not polyunsaturated) total,10
Fat that is spread (thick amount) onto sliced bread: not specified type of spread but ticked very low fat,bread_sliced_spread_dunno_vlowfat_thick,bread,sliced,bread sliced spread dunno vlowfat thick,Low fat spread not polyunsaturated,scheelbeek,67.33927726745605,Low fat spread not polyunsaturated,scheelbeek,76.07501149177551,BREAD WHOLE**,petersson,54.39775586128235,Block margarine,scheelbeek,69.58504319190979,76.07501149177551,sentence_word_score_Q,Low fat spread not polyunsaturated,12
Fat that is spread (thin amount) onto sliced bread: not specified type of spread but ticked very low fat,bread_sliced_spread_dunno_vlowfat_thin,bread,sliced,bread sliced spread dunno vlowfat thin,Low fat spread not polyunsaturated,scheelbeek,68.35364103317261,Reduced fat spread (not polyunsaturated) total,eustachio,77.40963101387024,Low fat spread not polyunsaturated,scheelbeek,56.77686333656311,Reduced fat spread (not polyunsaturated),scheelbeek,70.68152428,77.40963101387024,sentence_word_score_Q,Reduced fat spread (not polyunsaturated) total,7
Fat that is spread (medium amount) onto sliced bread: ticked hard margarine (hard block margarine in wrapper),bread_sliced_spread_hardmarg_med,bread,sliced,bread sliced spread hardmarg med,Low fat spread not polyunsaturated,scheelbeek,55.906474590301514,Block margarine,scheelbeek,72.51484990119934,Wholemeal bread,scheelbeek,53.84979844093323,Block margarine,scheelbeek,74.02108311653137,74.02108311653137,shorthand_word_score_Q,Block margarine,7
Fat that is spread (thick amount) onto sliced bread: ticked hard margarine (hard block margarine in wrapper),bread_sliced_spread_hardmarg_thick,bread,sliced,bread sliced spread hardmarg thick,Block margarine,scheelbeek,55.42481541633606,Block margarine,scheelbeek,70.69002985954285,Wholemeal bread,scheelbeek,55.996209383010864,Block margarine,scheelbeek,73.97047281265259,73.97047281265259,shorthand_word_score_Q,Block margarine,10
Fat that is spread (thin amount) onto sliced bread: ticked hard margarine (hard block margarine in wrapper),bread_sliced_spread_hardmarg_thin,bread,sliced,bread sliced spread hardmarg thin,Block margarine,scheelbeek,56.0833752155304,Block margarine,scheelbeek,71.90455198287964,Wholemeal bread,scheelbeek,55.78290820121765,Block margarine,scheelbeek,72.44813442230225,72.44813442230225,shorthand_word_score_Q,Block margarine,5
Fat that is spread (medium amount) onto sliced bread: ticked cholesterol lowering olive spread e.g Benecol/Flora pro active olive spread,bread_sliced_spread_olive_chol_med,bread,sliced,bread sliced spread olive chol med,Reduced fat spread (not polyunsaturated),scheelbeek,59.37086343765259,Low fat spread not polyunsaturated,scheelbeek,72.80466556549072,Wholemeal bread,scheelbeek,48.712560534477234,Olives,eustachio,73.17301630973816,73.17301630973816,shorthand_word_score_Q,Olives,10
Fat that is spread (thick amount) onto sliced bread: ticked cholesterol lowering olive spread e.g Benecol/Flora pro active olive spread,bread_sliced_spread_olive_chol_thick,bread,sliced,bread sliced spread olive chol thick,Reduced fat spread (not polyunsaturated),scheelbeek,58.675676584243774,Low fat spread not polyunsaturated,scheelbeek,72.85000681877136,BREAD WHOLE**,petersson,54.18887734413147,Olives,eustachio,73.47607016563416,73.47607016563416,shorthand_word_score_Q,Olives,12
Fat that is spread (thin amount) onto sliced bread: ticked cholesterol lowering olive spread e.g Benecol/Flora pro active olive spread,bread_sliced_spread_olive_chol_thin,bread,sliced,bread sliced spread olive chol thin,Reduced fat spread (not polyunsaturated),scheelbeek,59.47582721710205,Low fat spread not polyunsaturated,scheelbeek,74.04705286026001,BREAD WHOLE**,petersson,53.62020731,Olives,eustachio,73.28981161117554,74.04705286026001,sentence_word_score_Q,Low fat spread not polyunsaturated,7
Fat that is spread (medium amount) onto sliced bread: ticked olive spread but not specified amount of fat,bread_sliced_spread_olive_dunno_med,bread,sliced,bread sliced spread olive dunno med,Low fat spread not polyunsaturated total,eustachio,60.05448103,Low fat spread not polyunsaturated,scheelbeek,77.28826403617859,OLIVE OIL,petersson,56.24641180038452,Olives,eustachio,74.47450757026672,77.28826403617859,sentence_word_score_Q,Low fat spread not polyunsaturated,10
Fat that is spread (thick amount) onto sliced bread: ticked olive spread but not specified amount of fat,bread_sliced_spread_olive_dunno_thick,bread,sliced,bread sliced spread olive dunno thick,Low fat spread not polyunsaturated,scheelbeek,59.63049530982971,Low fat spread not polyunsaturated,scheelbeek,77.22861170768738,BREAD WHOLE**,petersson,54.998934268951416,Olives,eustachio,72.81879186630249,77.22861170768738,sentence_word_score_Q,Low fat spread not polyunsaturated,12
Fat that is spread (thin amount) onto sliced bread: ticked olive spread but not specified amount of fat,bread_sliced_spread_olive_dunno_thin,bread,sliced,bread sliced spread olive dunno thin,Low fat spread not polyunsaturated,scheelbeek,61.17546558380127,Low fat spread not polyunsaturated,scheelbeek,77.74454951286316,OLIVES,petersson,55.515122413635254,Olives,eustachio,72.72679209709167,77.74454951286316,sentence_word_score_Q,Low fat spread not polyunsaturated,7
Fat that is spread (medium amount) onto sliced bread: ticked olive spread with normal amount of % fat,bread_sliced_spread_olive_fat_med,bread,sliced,bread sliced spread olive fat med,Low fat spread not polyunsaturated,scheelbeek,58.68988633155823,Low fat spread not polyunsaturated,scheelbeek,74.87151622772217,Reduced fat spread (not polyunsaturated),scheelbeek,57.20539689064026,Olives,eustachio,71.98262214660645,74.87151622772217,sentence_word_score_Q,Low fat spread not polyunsaturated,10
Fat that is spread (thick amount) onto sliced bread: ticked olive spread with normal amount of % fat,bread_sliced_spread_olive_fat_thick,bread,sliced,bread sliced spread olive fat thick,Low fat spread not polyunsaturated,scheelbeek,58.36839676,Low fat spread not polyunsaturated,scheelbeek,74.52529668807983,Polyunsaturated low fat spread,scheelbeek,54.822295904159546,Block margarine,scheelbeek,68.67290735244751,74.52529668807983,sentence_word_score_Q,Low fat spread not polyunsaturated,12
Fat that is spread (thin amount) onto sliced bread: ticked olive spread with normal amount of % fat,bread_sliced_spread_olive_fat_thin,bread,sliced,bread sliced spread olive fat thin,Low fat spread not polyunsaturated,scheelbeek,59.974485635757446,Reduced fat spread (not polyunsaturated),scheelbeek,76.74989104270935,Reduced fat spread (not polyunsaturated),scheelbeek,57.38874673843384,Olives,eustachio,69.90756392478943,76.74989104270935,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
"Fat that is spread (medium amount) onto sliced bread: ticked olive spread, low fat",bread_sliced_spread_olive_lowfat_med,bread,sliced,bread sliced spread olive lowfat med,Low fat spread not polyunsaturated,scheelbeek,62.776196002960205,Low fat spread not polyunsaturated,scheelbeek,74.38197135925293,OLIVE OIL,petersson,54.50957417488098,Polyunsaturated low fat spread,scheelbeek,71.56339883804321,74.38197135925293,sentence_word_score_Q,Low fat spread not polyunsaturated,10
"Fat that is spread (thick amount) onto sliced bread: ticked olive spread, low fat",bread_sliced_spread_olive_lowfat_thick,bread,sliced,bread sliced spread olive lowfat thick,Low fat spread not polyunsaturated,scheelbeek,62.06137537956238,Low fat spread not polyunsaturated,scheelbeek,73.69694113731384,"White bread (not high fibre, not multiseed)",scheelbeek,54.57710027694702,Polyunsaturated low fat spread,scheelbeek,70.07162570953369,73.69694113731384,sentence_word_score_Q,Low fat spread not polyunsaturated,12
"Fat that is spread (thin amount) onto sliced bread: ticked olive spread, low fat",bread_sliced_spread_olive_lowfat_thin,bread,sliced,bread sliced spread olive lowfat thin,Low fat spread not polyunsaturated,scheelbeek,63.073259592056274,Reduced fat spread (not polyunsaturated) total,eustachio,75.57131052017212,"White bread (not high fibre, not multiseed)",scheelbeek,54.96110320091248,Polyunsaturated low fat spread,scheelbeek,71.44308686256409,75.57131052017212,sentence_word_score_Q,Reduced fat spread (not polyunsaturated) total,7
"Fat that is spread (medium amount) onto sliced bread: ticked olive spread, very low fat",bread_sliced_spread_olive_vlowfat_med,bread,sliced,bread sliced spread olive vlowfat med,Low fat spread not polyunsaturated,scheelbeek,62.64936923980713,Polyunsaturated low fat spread,scheelbeek,71.63084745407104,Wholemeal bread,scheelbeek,54.41363453865051,Reduced fat spread (not polyunsaturated),scheelbeek,71.88872694969177,71.88872694969177,shorthand_word_score_Q,Reduced fat spread (not polyunsaturated),10
"Fat that is spread (thick amount) onto sliced bread: ticked olive spread, very low fat",bread_sliced_spread_olive_vlowfat_thick,bread,sliced,bread sliced spread olive vlowfat thick,Low fat spread not polyunsaturated,scheelbeek,61.97168827056885,Low fat spread not polyunsaturated,scheelbeek,71.12919092178345,BREAD WHOLE**,petersson,55.03421425819397,Olives,eustachio,69.98610496520996,71.12919092178345,sentence_word_score_Q,Low fat spread not polyunsaturated,12
"Fat that is spread (thin amount) onto sliced bread: ticked olive spread, very low fat",bread_sliced_spread_olive_vlowfat_thin,bread,sliced,bread sliced spread olive vlowfat thin,Low fat spread not polyunsaturated,scheelbeek,63.01712393760681,Polyunsaturated low fat spread,scheelbeek,72.68451452255249,BREAD WHOLE**,petersson,53.667694330215454,Polyunsaturated low fat spread,scheelbeek,71.52378559112549,72.68451452255249,sentence_word_score_Q,Polyunsaturated low fat spread,7
Fat that is spread (medium amount) onto sliced bread: ticked other spread e.g ghee,bread_sliced_spread_other_med,bread,sliced,bread sliced spread other med,Low fat spread not polyunsaturated,scheelbeek,61.35886311531067,Reduced fat spread (not polyunsaturated),scheelbeek,79.44681048,Other bread,scheelbeek,54.3894887,Other bread,scheelbeek,74.07289147377014,79.44681048,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),7
Fat that is spread (thick amount) onto sliced bread: ticked other spread e.g ghee,bread_sliced_spread_other_thick,bread,sliced,bread sliced spread other thick,Low fat spread not polyunsaturated,scheelbeek,60.200661420822144,Reduced fat spread (not polyunsaturated),scheelbeek,77.39604115486145,BREAD WHOLE**,petersson,57.124489545822144,Other bread,scheelbeek,75.56624412536621,77.39604115486145,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),10
Fat that is spread (thin amount) onto sliced bread: ticked other spread e.g ghee,bread_sliced_spread_other_thin,bread,sliced,bread sliced spread other thin,Low fat spread not polyunsaturated,scheelbeek,61.27710938453674,Reduced fat spread (not polyunsaturated),scheelbeek,80.42705059051514,BREAD WHOLE**,petersson,59.01167392730713,Other bread,scheelbeek,75.28881430625916,80.42705059051514,sentence_word_score_Q,Reduced fat spread (not polyunsaturated),5
Fat that is spread (medium amount) onto sliced bread: ticked polyunsaturated margarine (e.g Flora) and also cholesterol lowering,bread_sliced_spread_polymarg_chol_med,bread,sliced,bread sliced spread polymarg chol med,Reduced fat spread (not polyunsaturated),scheelbeek,62.54553795,Low fat spread not polyunsaturated,scheelbeek,71.67189717292786,Wholemeal bread,scheelbeek,49.89891052246094,Block margarine,scheelbeek,74.65741038322449,74.65741038322449,shorthand_word_score_Q,Block margarine,10
Fat that is spread (thick amount) onto sliced bread: ticked polyunsaturated margarine (e.g Flora) and also cholesterol lowering,bread_sliced_spread_polymarg_chol_thick,bread,sliced,bread sliced spread polymarg chol thick,Reduced fat spread (not polyunsaturated),scheelbeek,61.653536558151245,Low fat spread not polyunsaturated,scheelbeek,71.66260480880737,"White bread (not high fibre, not multiseed)",scheelbeek,53.26166749000549,Block margarine,scheelbeek,79.89960312843323,79.89960312843323,shorthand_word_score_Q,Block margarine,12
